Disease	Acc_Id	Annotations	Annotated Genes	Strains	Matched By
Familial cerebelloretinal angiomatosis	DOID:14175	7		synonym
Familial cold urticaria	DOID:9008464	31		synonym
Familial congenital controlateral synkinesia	DOID:0111153	4		synonym
Familial congenital mirror movements	DOID:0111153	4		synonym
Familial cortical myoclonic tremor and epilepsy	DOID:0111689	8		synonym
Familial cortical myoclonus	DOID:9009015	1		synonym
Familial cutaneous amyloidosis	DOID:0111834	1		synonym
Familial cylindromatosis	DOID:0050693	1		synonym
Familial dementia, Neumann type	DOID:0080523	2		synonym
Familial diffuse gastric cancer	DOID:0080764	3		synonym
Familial dilated cardiomyopathy	DOID:12930	385	SD-<i>Dmd<sup>em1Ang</sup></i>(12880037)	synonym
Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	DOID:0110425	33		synonym
Familial doughnut lesions of skull	DOID:0080721	2		synonym
Familial dysautonomia	DOID:11589	1		synonym
Familial ectopia lentis	DOID:0111148	3		synonym
Familial ectopic ossification	DOID:0111535	6		synonym
Familial erythrocytosis	DOID:10780	23		synonym
Familial exudative vitreoretinopathy	DOID:0050535	21		synonym
Familial glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1 deficiency	DOID:0111420	1		synonym
Familial gonadotropin-independent male-limited sexual precocity	DOID:0111545	3		synonym
Familial hemophagocytic lymphohistiocytosis	DOID:9004404	42		synonym
Familial Hibernian fever	DOID:0090018	55		synonym
Familial hyperaldosteronism type I	DOID:14080	2		synonym
Familial hyperalphalipoproteinemia	DOID:0111368	1		synonym
Familial hypercalcemia-nephrocalcinosis-indicanuria syndrome	DOID:9007307	0		synonym
Familial hyperestrogenism	DOID:0090122	2		synonym
Familial hyperinsulinism	DOID:9006828	14		synonym
Familial hyperkalemic hypertension	DOID:9001548	1		synonym
Familial hyperkalemic periodic paralysis	DOID:14451	13		synonym
Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome	DOID:0111063	118		synonym
Familial hyperprolactinemia	DOID:12700	14	ACI(737892)|COP(1358153)	synonym
Familial hypoalphalipoproteinemia	DOID:9002117	4		synonym
Familial hypocalciuric hypercalcemia type 2	DOID:0060701	1		synonym
Familial hypocalciuric hypercalcemia type 3	DOID:0060702	1		synonym
Familial intestinal malrotation	DOID:8445	73		synonym
Familial intestinal polyatresia syndrome	DOID:14671	2		synonym
Familial intestinal polyposis	DOID:0050424	403	F344-<i>Apc<sup>Pirc</i></sup>(1641862)	synonym
Familial intracranial saccular aneurysm	DOID:0060228	1		synonym
Familial intrahepatic cholestasis	DOID:1852	134		synonym
Familial isolated arrhythmogenic right ventricular dysplasia	DOID:0050431	104		synonym
Familial isolated dilated cardiomyopathy	DOID:0110458	3		synonym
Familial isolated hyperparathyroidism	DOID:9006675	12		synonym
Familial isolated restrictive cardiomyopathy	DOID:0110316	1		synonym
Familial isolated vitamin E deficiency	DOID:0090028	3		synonym
Familial joint instability syndrome	DOID:9003033	1		synonym
Familial Lev disease	DOID:0111073	5		synonym
Familial LMF1 deficiency	DOID:0111422	1		synonym
Familial multiple discoid fibromas	DOID:9008925	0		synonym
Familial multiple port-wine stains	DOID:0111529	3		synonym
Familial nonpolyposis colon cancer	DOID:3883	54	WI-<i> Msh6<sup>m1</sup></i>(126848737)	synonym
Familial orthostatic tachycardia due to norepinephrine transporter deficiency	DOID:0111154	0		synonym
Familial osteochondritis dissecans	DOID:9001680	1		synonym
Familial osteoectasia	DOID:9005421	4		synonym
Familial ovarian cancer	DOID:2394	404		synonym
Familial paroxysmal kinesigenic dyskinesia	DOID:0090053	25		synonym
Familial paroxysmal polyserositis	DOID:2987	188		synonym
Familial partial lipodystrophy, Köbberling type	DOID:0070207	0		synonym
Familial PCCD	DOID:0111073	5		synonym
Familial polyposis coli	DOID:0050424	403	F344-<i>Apc<sup>Pirc</i></sup>(1641862)	synonym
Familial porencephaly	DOID:0060263	3		synonym
Familial porphyria cutanea tarda	DOID:3132	7		synonym
Familial primary hyperparathyroidism	DOID:11202	16		synonym
Familial primary localized cutaneous amyloidosis	DOID:0050639	5		synonym
Familial progressive hyperpigmentation	DOID:0111373	1		synonym
Familial progressive subcortical gliosis	DOID:0080523	2		synonym
Familial pyrimidinemia	DOID:14218	2		synonym
Familial rectal pain	DOID:0111537	2		synonym
Familial recurrent arthritis	DOID:0080519	2		synonym
Familial renal amyloidosis	DOID:0050636	4		synonym
Familial renal glucosuria	DOID:9432	4		synonym
Familial renal hypouricemia	DOID:9007733	1		synonym
Familial restrictive cardiomyopathy	DOID:397	52		synonym
Familial schizencephaly	DOID:9006637	5		synonym
Familial spastic paraplegia	DOID:2476	232		synonym
Familial startle disease	DOID:13366	6		synonym
Familial steroid-resistant nephrotic syndrome with sensorineural deafness	DOID:0070243	2		synonym
Familial TAAD	DOID:9008615	11		synonym
Familial temporal lobe epilepsy	DOID:9004342	271		synonym
Familial thrombocytosis	DOID:2224	22		synonym
Familial thyroglossal duct cyst	DOID:9004206	0		synonym
Familial tumoral calcinosis	DOID:0111063	118		synonym
Familial wooly hair syndrome	DOID:0111572	6		synonym
Fanconi pancytopenia	DOID:13636	222		synonym
Farber disease	DOID:0050464	2		synonym
FASD	DOID:0050696	11		synonym
Fatal congenital hypertrophic cardiomyopathy due to glycogenosis	DOID:0090101	25		synonym
Fatal congenital hypertrophic cardiomyopathy due to GSD	DOID:0090101	25		synonym
Fatal infantile COX deficiency	DOID:0050713	5		synonym
Fatal infantile cytochrome C oxidase deficiency	DOID:0050713	5		synonym
Fatal infantile encephalopathy with olivopontocerebellar hypoplasia	DOID:0060273	1		synonym
Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3	DOID:0111486	2		synonym
Fatal mitochondrial disease due to COXPD3	DOID:0111486	2		synonym
FATCO syndrome	DOID:9003783	0		synonym
Fatty acid alcohol oxidoreductase deficiency	DOID:14501	2		synonym
Fatty acid hydroxylase-associated neurodegeneration	DOID:0110786	1		synonym
FBH	DOID:0060699	3		synonym
FBHH	DOID:0060699	3		synonym
FCAS	DOID:9008464	31		synonym
FCAS2	DOID:0090063	3		synonym
FCAS4	DOID:0090065	7		synonym
FCD	DOID:0060448	1		synonym
FCMD	DOID:0050559	3		synonym
FCMTE	DOID:0111689	8		synonym
FCS syndrome	DOID:0050469	9		synonym
FCU	DOID:9008464	31		synonym
FD	DOID:11589	1		synonym
FDFM	DOID:9007924	1		synonym
FED	DOID:1391	2		synonym
Feer disease	DOID:9004742	0		synonym
Fehr corneal dystrophy	DOID:2565	10		synonym
Fellman disease	DOID:0111455	1		synonym
Felty syndrome	DOID:11042	0		synonym
FENIB	DOID:0050831	3		synonym
FEPS	DOID:0111728	3		synonym
Ferritin-related neurodegeneration	DOID:0110737	2		synonym
Ferro-cerebro-cutaneous syndrome	DOID:9008096	1		synonym
Ferroportin disease	DOID:0111028	1		synonym
Fetal akinesia deformation sequence	DOID:0111375	58		synonym
Fetal and neonatal alloimmune thrombocytopenia	DOID:9003340	3		synonym
Fetal face syndrome	DOID:0060254	9		synonym
Fetal hydrops	DOID:9008386	60		synonym
Fetal valproic acid syndrome	DOID:0060471	0		synonym
Fever-associated acute infantile liver failure syndrome	DOID:9007272	1		synonym
FEVR	DOID:0050535	21		synonym
FFDD1	DOID:9005418	0		synonym
FFDD2	DOID:9004122	0		synonym
FFDD3	DOID:9003398	1		synonym
FFDD4	DOID:9000763	1		synonym
FFEVF	DOID:9001601	4		synonym
FGLDS	DOID:0060464	1		synonym
FGLDS1	DOID:9004844	1		synonym
FGLDS2	DOID:9001589	0		synonym
FH	DOID:13810	48	F344-<i>Ldlr<sup>m1Kyo</i></sup>(8552259)|SD-<i>Apoe<sup>em1</sup></i>(150520189)|SD-<i>Apoe<sup>em1</sup></i>(12880021)	synonym
FH3	DOID:9005308	3		synonym
FHH	DOID:0060699	3		synonym
FHHNC without severe ocular involvement	DOID:0060880	3		synonym
FHHNC with severe ocular involvement	DOID:0060881	3		synonym
FHH type 1	DOID:0060700	1		synonym
FHH type 2	DOID:0060701	1		synonym
FHH type 3	DOID:0060702	1		synonym
Fibrofolliculomas with trichodiscomas and acrochordons	DOID:0050676	2		synonym
Fibrolamellar hepatocellular carcinoma	DOID:5015	4		synonym
Fibronectin glomerulopathy	DOID:9005563	2		synonym
Fibrosing mediastinitis	DOID:9004879	0		synonym
FIC1 deficiency	DOID:0070226	4		synonym
Filamin A-related X-linked myxomatous valvular dysplasia	DOID:0111765	1		synonym
FIME	DOID:9007063	3		synonym
FINCA	DOID:9008399	1		synonym
Finkel disease	DOID:0111194	2		synonym
Finlay-Marks syndrome	DOID:0111550	1		synonym
Finnish congenital nephrosis	DOID:0080390	12		synonym
Finnish tibial muscular dystrophy	DOID:0111078	1		synonym
FIPA	DOID:6255	11		synonym
Fisher syndrome	DOID:12889	0		synonym
Flea-borne typhus	DOID:0050481	0		synonym
Flegel disease	DOID:9009013	0		synonym
FLNA-related valvular dystrophy	DOID:0111765	1		synonym
FLNA-related X-linked myxomatous valvular dysplasia	DOID:0111765	1		synonym
FMF	DOID:2987	188		synonym
FMPP	DOID:0111545	3		synonym
Foamy myocardial transformation of infancy	DOID:0080198	5		synonym
FOAR syndrome	DOID:0090144	2		synonym
Focal facial dermal dysplasia 1, Brauer type	DOID:9005418	0		synonym
Focal facial dermal dysplasia 2, Brauer-Setleis type	DOID:9004122	0		synonym
Focal facial dermal dysplasia 3, Setleis type	DOID:9003398	1		synonym
Focal myositis	DOID:633	81		synonym
Focal palmoplantar keratoderma	DOID:0111708	4		synonym
Follicular atrophoderma and basal cell carcinomas	DOID:9002361	0		synonym
Fontaine progeroid syndrome	DOID:9000279	1		synonym
FOP	DOID:13374	5		synonym
Foramina parietalia permagna	DOID:0060285	2		synonym
Forbes disease	DOID:2748	2		synonym
Formiminoglutamic aciduria	DOID:0111679	2		synonym
Formiminotransferase cyclodeaminase deficiency	DOID:0111679	2		synonym
Forsius-Eriksson syndrome	DOID:0050630	3		synonym
Forsius-Eriksson type ocular albinism	DOID:0050630	3		synonym
Fowler syndrome	DOID:0111666	1		synonym
FOXP1 syndrome	DOID:0111331	1		synonym
FPD/AML	DOID:9003178	5		synonym
FPDMM	DOID:9003178	5		synonym
FPHH	DOID:0111373	1		synonym
FPLD1	DOID:0070207	0		synonym
FPLD2	DOID:0070202	1		synonym
FPLD3	DOID:0070204	2		synonym
FPLD4	DOID:0070205	1		synonym
FPLD5	DOID:0070203	1		synonym
FPLD6	DOID:0070206	2		synonym
FRA	DOID:0080519	2		synonym
Franklin disease	DOID:0060127	0		synonym
FRAXA syndrome	DOID:14261	15	SD-<i>Fmr1<sup>em1</sup></i>(45073130)|SD-<i>Fmr1<sup>em1</sup></i>(11568040)	synonym
FRDA	DOID:0111218	1		synonym
Freeman-Sheldon syndrome variant	DOID:0111599	4		synonym
Friedreich-like ataxia	DOID:0090028	3		synonym
Fried's tooth and nail syndrome	DOID:0111661	0		synonym
Fried syndrome	DOID:0060800	2		synonym
Frontofacionasal dysplasia	DOID:9000425	0		synonym
Frontorhiny	DOID:0081044	6		synonym
Frontotemporal dementia with motor neuron disease	DOID:9003713	38		synonym
Fructokinase deficiency	DOID:0111680	2		synonym
Fructose-1,6-diphosphatase deficiency	DOID:5204	3		synonym
Fryns microphthalmia syndrome	DOID:9003966	0		synonym
FSHD	DOID:11727	20		synonym
F syndrome	DOID:9003354	0		synonym
FTCD deficiency	DOID:0111679	2		synonym
FTD	DOID:9255	95	SD-Tg(TRE-FUS-R521C)(7247279)	synonym
FTH1-associated iron overload	DOID:0111031	3		synonym
FTH1-related iron overload	DOID:0111031	3		synonym
Fuchs endothelial corneal dystrophy	DOID:11555	9		synonym
Fukuhara syndrome	DOID:310	3		synonym
Fumaric aciduria	DOID:0111261	9		synonym
Fumarylacetoacetase deficiency	DOID:9275	10	SD-<i>Fah<sup>em10-/-</sup></i>(14398828)|SD-<i>Fah<sup>em15-/-</sup></i>(14398825)	synonym
Functional methionine synthase deficiency type cblE	DOID:0112255	1		synonym
Fundus flavimaculatus	DOID:9006630	6		synonym
Furuncular myiasis	DOID:9002256	0		synonym
Fusarium infection	DOID:0050289	0		synonym
Fused mandibular incisors	DOID:9004692	0		synonym
Fusion of metacarpals 4 and 5	DOID:0111813	1		synonym
FXTAS syndrome	DOID:0050879	2		synonym
GA1	DOID:0111254	31		synonym
Galactocerebrosidase deficiency	DOID:10587	3		synonym
Galactosemia type 1	DOID:0111459	1		synonym
Galactosemia type 3	DOID:0111458	2		synonym
Galactose mutarotase deficiency	DOID:9004085	1		synonym
GALC deficiency	DOID:10587	3		synonym
GALE-D	DOID:0111458	2		synonym
GALE deficiency	DOID:0111458	2		synonym
GALK deficiency	DOID:14695	2		synonym
Galloway syndrome	DOID:0080694	13		synonym
GALNS deficiency	DOID:0111391	29		synonym
GALT deficiency	DOID:0111459	1		synonym
Gamma-cystathionase deficiency	DOID:0090142	1		synonym
Gamma-glutamylcysteine synthetase deficiency	DOID:0111681	1		synonym
Gamma-glutamyl transferase deficiency	DOID:0111257	1		synonym
Gamma-hydroxybutyric aciduria	DOID:0060175	4		synonym
Gamma-sarcoglycanopathy	DOID:0110277	2		synonym
Gamstorp disease	DOID:14451	13		synonym
Gamstorp episodic adynamy	DOID:14451	13		synonym
GAMT deficiency	DOID:0050799	2		synonym
GAN	DOID:9000462	10		synonym
GAPPS	DOID:9002722	1		synonym
Garcia-Lurie syndrome	DOID:9008153	0		synonym
Gardner-Silengo-Wachtel syndrome	DOID:9006780	0		synonym
Gastrointestinal stromal sarcoma	DOID:9253	939		synonym
Gaucher disease	DOID:1926	12		synonym
Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome	DOID:0112250	1		synonym
Gaucher disease, subacute neuronopathic type	DOID:0110959	1		synonym
Gaucher disease type 1	DOID:0110957	2		synonym
Gaucher disease type 2	DOID:0110958	1		synonym
Gaucher disease type 3	DOID:0110959	1		synonym
Gaucher disease type 3C	DOID:0112250	1		synonym
GBM	DOID:3068	164		synonym
GBS	DOID:12842	9	Kini:DA,PVG-G12(2306784)	synonym
GCD1	DOID:0080530	1		synonym
GCGR-related hyperglucagonemia	DOID:0112306	1		synonym
GCM syndrome	DOID:9001096	0		synonym
GCPS	DOID:14761	12		synonym
GDCD	DOID:0060449	2		synonym
GDD	DOID:0111533	1		synonym
GEFS+	DOID:0060170	16		synonym
Gelatinous ascites	DOID:3559	0		synonym
Geleophysic dwarfism	DOID:0111243	5		synonym
Gelsolin amyloidosis	DOID:0050637	1		synonym
GEMSS syndrome	DOID:9001464	1		synonym
Generalized atrophic benign epidermolysis bullosa	DOID:9000413	1		synonym
Generalized essential telangiectasia	DOID:9007508	0		synonym
Generalized junctional epidermolysis bullosa, non-Herlitz type	DOID:0060738	6		synonym
Generalized juvenile polyposis/juvenile polyposis coli	DOID:0050787	15		synonym
Generalized lymphatic dysplasia of Fotiou	DOID:9000957	1		synonym
Generalized pustular psoriasis	DOID:0080474	2		synonym
Genetic motor neuron disease	DOID:0111202	11		synonym
Genetic nephrotic syndrome	DOID:2590	49		synonym
Genetic non-acquired premature ovarian failure	DOID:5683	167		synonym
Genitopalatocardiac syndrome	DOID:9006780	0		synonym
Gentile syndrome	DOID:0111589	4		synonym
Genuine diffuse phlebectasia	DOID:9000388	1		synonym
Geographic corneal dystrophy	DOID:0060453	1		synonym
GEPD	DOID:9002672	2		synonym
Gerhardt syndrome	DOID:9003738	0		synonym
Germ cell tumor of testis	DOID:9003654	20		synonym
Geroderma osteodysplastica	DOID:0111266	1		synonym
Gershoni-Baruch syndrome	DOID:9005441	0		synonym
Gestational pemphigoid	DOID:14482	0		synonym
Gestational trophoblastic disease	DOID:9005147	10		synonym
Ghosal hematodiaphyseal dysplasia	DOID:0112251	1		synonym
Ghosal syndrome	DOID:0112251	1		synonym
Ghost teeth	DOID:9001034	3		synonym
Giant cell arteritis	DOID:13375	22		synonym
Giant cell chondrodysplasia	DOID:9001383	1		synonym
Giant congenital melanocytic nevus	DOID:0111359	3		synonym
Giant pigmented hairy nevus	DOID:0111359	3		synonym
Giant platelet syndrome	DOID:2217	4		synonym
GIST	DOID:0080533	23		synonym
Glanzmann thrombasthenia	DOID:2219	6		synonym
GLB1 deficiency	DOID:3322	3		synonym
Global developmental delay-neuro-ophthalmological abnormalities-seizures-intellectual disability syndrome	DOID:0070072	1		synonym
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome	DOID:0070061	103		synonym
Globoid cell leukodystrophy	DOID:10587	3		synonym
Glossopalatine ankylosis	MP:0030328	0		synonym
GLOW syndrome	DOID:9005606	1		synonym
Glucagonoma syndrome	DOID:9007821	4		synonym
Glucocerebrosidase deficiency	DOID:1926	12		synonym
Glutamate-aspartate transport defect	DOID:0060650	1		synonym
Glutaric acidemia type 1	DOID:0111254	31		synonym
Glutaric aciduria type 1	DOID:0111254	31		synonym
Glutaric aciduria type 2	DOID:0060358	5		synonym
Glutaric aciduria type 3	DOID:0112246	1		synonym
Glutaryl-CoA dehydrogenase deficiency	DOID:0111254	31		synonym
Glutaryl-CoA oxidase deficiency	DOID:0112246	1		synonym
Glutaryl-coenzyme A dehydrogenase deficiency	DOID:0111254	31		synonym
Glutathione synthetase deficiency without 5-oxoprolinuria	DOID:0112252	1		synonym
Glycogenosis	DOID:2747	247	SD-<i>Lamp2<sup>em1</sup></i>(13703119)	synonym
Glycogenosis due to liver and muscle phosphorylase kinase deficiency	DOID:0111041	1		synonym
Glycogenosis due to muscle phosphorylase kinase deficiency	DOID:0111040	1		synonym
Glycogenosis due to phosphoglycerate kinase 1 deficiency	DOID:0111933	1		synonym
Glycogenosis type 2	DOID:2752	4		synonym
Glycogenosis type 9A	DOID:0111042	1		synonym
Glycogenosis type 9B	DOID:0111041	1		synonym
Glycogenosis type 9C	DOID:0111043	1		synonym
Glycogenosis type 9D	DOID:0111040	1		synonym
Glycogenosis type 9E	DOID:0111040	1		synonym
Glycogenosis type I	DOID:2749	76		synonym
Glycogenosis type II	DOID:2752	4		synonym
Glycogenosis type IV	DOID:2750	3		synonym
Glycogenosis type IXa	DOID:0111042	1		synonym
Glycogenosis type IXb	DOID:0111041	1		synonym
Glycogenosis type IXc	DOID:0111043	1		synonym
Glycogenosis type IXd	DOID:0111040	1		synonym
Glycogenosis type IXe	DOID:0111040	1		synonym
Glycogenosis type VI	DOID:2754	1		synonym
Glycogen storage disease due to glycogen branching enzyme deficiency	DOID:2750	3		synonym
Glycogen storage disease due to muscle phosphorylase kinase deficiency	DOID:0111040	1		synonym
Glycogen storage disease due to phosphoglycerate kinase 1 deficiency	DOID:0111933	1		synonym
Glycogen storage disease type 1a	DOID:9007637	4		synonym
Glycogen storage disease type 2	DOID:2752	4		synonym
Glycogen storage disease type 3	DOID:2748	2		synonym
Glycogen storage disease type 4	DOID:2750	3		synonym
Glycogen storage disease type 5	DOID:2746	82		synonym
Glycogen storage disease type 9A	DOID:0111042	1		synonym
Glycogen storage disease type 9B	DOID:0111041	1		synonym
Glycogen storage disease type 9C	DOID:0111043	1		synonym
Glycogen storage disease type 9D	DOID:0111040	1		synonym
Glycogen storage disease type 9E	DOID:0111040	1		synonym
Glycogen storage disease type I	DOID:2749	76		synonym
Glycogen storage disease type Ib	DOID:9000306	73		synonym
Glycogen storage disease type II	DOID:2752	4		synonym
Glycogen storage disease type III	DOID:2748	2		synonym
Glycogen storage disease type IV	DOID:2750	3		synonym
Glycogen storage disease type IXa	DOID:0111042	1		synonym
Glycogen storage disease type IXb	DOID:0111041	1		synonym
Glycogen storage disease type IXc	DOID:0111043	1		synonym
Glycogen storage disease type IXd	DOID:0111040	1		synonym
Glycogen storage disease type IXe	DOID:0111040	1		synonym
Glycogen storage disease type V	DOID:2746	82		synonym
Glycogen storage disease type VI	DOID:2754	1		synonym
Glycogen storage disease type VII	DOID:11721	2		synonym
Glycogen storage disease type XV	DOID:0050579	1		synonym
Glycolic aciduria	DOID:0111670	16		synonym
GM2 synthase deficiency	DOID:0110777	1		synonym
GM3 synthase deficiency	DOID:0060470	5		synonym
GMN	DOID:0111359	3		synonym
GMS syndrome	DOID:9006312	0		synonym
GNB5-related intellectual disability-cardiac arrhythmia syndrome	DOID:0081008	1		synonym
GNS deficiency	DOID:0111402	13		synonym
Goblet cell carcinoid	DOID:9007787	28		synonym
Goiter-deafness syndrome	DOID:0060744	7		synonym
Golabi-Rosen syndrome	DOID:0060248	4		synonym
Goldberg-Maxwell syndrome	DOID:4674	3	KH(2301330)	synonym
Goldberg-Shprintzen megacolon syndrome	DOID:0060481	54		synonym
Goldberg syndrome	DOID:0080540	4		synonym
Goldblatt syndrome	DOID:1591	33	CD(1357178)	synonym
Goldmann-Favre syndrome	DOID:0090059	3		synonym
Goldston syndrome	DOID:0070121	1		synonym
Gollop-Wolfgang complex	DOID:9002821	2		synonym
Goltz-Gorlin syndrome	DOID:2120	4		synonym
Goltz syndrome	DOID:2120	4		synonym
Gonadotropin-dependant precocious puberty	DOID:0112308	2		synonym
Gonococcal conjunctivitis	DOID:9699	0		synonym
Goodman syndrome	DOID:9006109	0		synonym
